!Next?; Unknown; NULL; NULL; NULL; Italy; 1 January 1994; ; 
#1 Single; Unknown; NULL; NULL; NULL; USA; 22 January 2006; ; 
#1 Single; Unknown; NULL; NULL; Cats and Dogs ; 1; 4; Cats and Dogs ; USA; 12 February 2006; ; 
